"رقم الموظف ",الجنس,الجنسية,"الفئة العمرية ",الجهة,الكادر الوظيفي,المرتبة الوظيفية,المسمى الوظيفي,المقر,المنطقة الإدارية,تصنيف العملية,السنة,الشهر,"اليوم "
954,أنثى,سعودي,26-30,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل,الرياض,الرياض,التعاقد,1445,11,26
955,أنثى,سعودي,31-35,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل,الرياض,الرياض,التعاقد,1445,11,26
956,ذكر,سعودي,31-35,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل,الرياض,الرياض,التعاقد,1445,11,26
957,ذكر,سعودي,31-35,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل,الرياض,الرياض,التعاقد,1445,11,26
958,أنثى,سعودي,20-25,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل (أ),الرياض,الرياض,التعاقد,1445,11,26
959,أنثى,سعودي,31-35,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل أعمال,الرياض,الرياض,التعاقد,1445,11,26
960,أنثى,سعودي,31-35,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل مالي,الرياض,الرياض,التعاقد,1445,11,26
961,ذكر,سعودي,31-35,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل مالي (أ),الرياض,الرياض,التعاقد,1445,11,26
962,أنثى,سعودي,20-25,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل مالي (ب),الرياض,الرياض,التعاقد,1445,11,26
963,أنثى,سعودي,36-40,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,مستشار,الرياض,الرياض,التعاقد,1445,11,26
964,ذكر,سعودي,41-45,وزارة الحج والعمرة,المتعاقدين,متعاقد,مدير خدمات لوجستية,مكة المكرمة,مكة المكرمة,التعاقد,1445,11,26
965,أنثى,سعودي,26-30,وزارة الشؤون الإسلامية والدعوة والإرشاد,لم يحدد,لم يحدد,كاتب,خميس  مشيط,ابها,التعاقد,1445,11,26
966,ذكر,سعودي,26-30,وزارة الصحة,الصحيين,فني,سكرتير طبي,الاحساء,الدمام,التعيين,1445,11,26
967,أنثى,سعودي,26-30,وزارة الصحة,الصحيين,فني,فنية تمريض,الاحساء,الدمام,التعيين,1445,11,26
968,أنثى,سعودي,26-30,وزارة الصحة,الصحيين,فني,فنية تمريض,بريده,بريده,التعاقد,1445,11,26
969,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,برحرح,الباحه,التعاقد,1445,11,26
970,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,الاحساء,الدمام,التعاقد,1445,11,26
971,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,بريده,بريده,التعاقد,1445,11,26
972,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,بريده,بريده,التعاقد,1445,11,26
973,ذكر,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,جازان,جازان,التعاقد,1445,11,26
974,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني مراقب وبائيات,الزايديه,الدمام,التعاقد,1445,11,26
975,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الاحساء,الدمام,التعاقد,1445,11,26
976,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,البكيريه,بريده,التعاقد,1445,11,26
977,أنثى,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,حائل,حائل,التعاقد,1445,11,26
978,أنثى,سعودي,31-35,وزارة العدل,لم يحدد,لم يحدد,باحث شرعي مساعد,بريده,بريده,التعاقد,1445,11,26
979,ذكر,سعودي,46-50,وزارة الموارد البشرية والتنمية الإجتماعية,المتعاقدين,متعاقد,مشرف عام,الرياض,الرياض,التعاقد,1445,11,26
980,أنثى,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,أخصائي إدارة  قواعد بيانات,الرياض,الرياض,التعاقد,1445,11,27
981,أنثى,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,أخصائي ذكاء أعمال,الرياض,الرياض,التعاقد,1445,11,27
982,أنثى,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,أخصائي قانوني,الرياض,الرياض,التعاقد,1445,11,27
983,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,أخصائي قياس و تقويم,الرياض,الرياض,التعاقد,1445,11,27
984,ذكر,سعودي,36-40,أمانة منطقة الرياض,المتعاقدين,متعاقد,فني إنشاءات,الرياض,الرياض,التعاقد,1445,11,27
985,أنثى,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,فني دعم تقنية معلومات خبير,الرياض,الرياض,التعاقد,1445,11,27
986,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مخطط مدن,الرياض,الرياض,التعاقد,1445,11,27
987,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مسّاح أراضي,الرياض,الرياض,التعاقد,1445,11,27
988,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مسّاح أراضي,الرياض,الرياض,التعاقد,1445,11,27
989,ذكر,سعودي,41-45,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس إدارة  مشاريع,الرياض,الرياض,التعاقد,1445,11,27
990,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس إدارة  مشاريع,الرياض,الرياض,التعاقد,1445,11,27
991,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس إدارة  مشاريع,الرياض,الرياض,التعاقد,1445,11,27
992,ذكر,سعودي,36-40,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس إدارة  مشاريع,الرياض,الرياض,التعاقد,1445,11,27
993,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس طرق,الرياض,الرياض,التعاقد,1445,11,27
994,ذكر,سعودي,36-40,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس مدني,الرياض,الرياض,التعاقد,1445,11,27
995,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس مدني,الرياض,الرياض,التعاقد,1445,11,27
996,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس ميكانيكي,الرياض,الرياض,التعاقد,1445,11,27
997,ذكر,سعودي,41-45,أمانة منطقة جازان,المتعاقدين,متعاقد,مشرف عام,جازان,جازان,التعاقد,1445,11,27
998,ذكر,سعودي,20-25,إمارة منطقة جازان,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,11,27
999,ذكر,سعودي,20-25,إمارة منطقة جازان,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,11,27
1000,ذكر,سعودي,26-30,الأمن العام,المستخدمين,الثالثة والثلاثون,مأمور تحري,الدمام,الدمام,التعيين,1445,11,27
1001,ذكر,سعودي,20-25,الأمن العام,المستخدمين,الثالثة والثلاثون,مأمور تحري,المدينةالمنورة,المدينةالمنورة,التعيين,1445,11,27
1002,ذكر,سعودي,26-30,الجامعة الإسلامية بالمدينة المنورة,لم يحدد,لم يحدد,معيد,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,11,27
1003,أنثى,سعودي,31-35,الهيئة العامة للمساحة والمعلومات الجيومكانية,موظفي الجهات شبه الحكومية,التأمينات الاجتماعية لم يحدد 40,مساعد إداري,الرياض,الرياض,التعيين,1445,11,27
1004,ذكر,سعودي,57-61,هيئة الرقابة ومكافحة الفساد,المتعاقدين,متعاقد,مستشار أول,الرياض,الرياض,التعاقد,1445,11,27
1005,أنثى,سعودي,26-30,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,أخصائي,الرياض,الرياض,التعاقد,1445,11,27
1006,ذكر,سعودي,26-30,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,أخصائي,الرياض,الرياض,التعاقد,1445,11,27
1007,ذكر,سعودي,31-35,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,اخصائي تقنية معلومات,الرياض,الرياض,التعاقد,1445,11,27
1008,ذكر,سعودي,20-25,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل,الرياض,الرياض,التعاقد,1445,11,27
1009,أنثى,سعودي,36-40,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل (أ),الرياض,الرياض,التعاقد,1445,11,27
1010,أنثى,سعودي,26-30,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل بيانات,الرياض,الرياض,التعاقد,1445,11,27
1011,أنثى,سعودي,20-25,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل مالي (أ),الرياض,الرياض,التعاقد,1445,11,27
1012,أنثى,سعودي,36-40,وزارة التعليم,الموظفين,السادسة,مساعد إداري,عفيف,الرياض,التعيين,1445,11,27
1013,أنثى,سعودي,31-35,وزارة الصحة,الصحيين,طبيب نائب,طبيب نائب,حائل,حائل,التعيين,1445,11,27
1014,أنثى,سعودي,26-30,وزارة الصحة,الصحيين,فني,فنية تمريض,العارضه,جازان,التعاقد,1445,11,27
1015,ذكر,"مقيم ",51-56,وزارة الصحة,المتعاقدين,متعاقد,طبيب جراح استشاري,رماح,الرياض,التعاقد,1445,11,27
1016,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,رابغ,مكة المكرمة,التعاقد,1445,11,27
1017,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,ابو عريش,جازان,التعاقد,1445,11,27
1018,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,برحرح,الباحه,التعاقد,1445,11,27
1019,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,العيون,الدمام,التعاقد,1445,11,27
1020,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,27
1021,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,27
1022,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,ابو عريش,جازان,التعاقد,1445,11,27
1023,أنثى,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,جازان,جازان,التعاقد,1445,11,27
1024,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,جازان,جازان,التعاقد,1445,11,27
1025,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الوديعه,نجران,التعاقد,1445,11,27
1026,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الوديعه,نجران,التعاقد,1445,11,27
1027,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,كاتب,جدة,مكة المكرمة,التعاقد,1445,11,27
1028,أنثى,سعودي,26-30,أمانة منطقة الرياض,لم يحدد,لم يحدد,فني دعم مساعد,الرياض,الرياض,التعاقد,1445,11,28
1029,ذكر,سعودي,26-30,إمارة منطقة جازان,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,11,28
1030,ذكر,سعودي,20-25,إمارة منطقة جازان,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,11,28
1031,ذكر,سعودي,36-40,المراسم الملكية,الموظفين,الخامسة,مساعد إداري,الرياض,الرياض,التعيين,1445,11,28
1032,ذكر,سعودي,41-45,المراسم الملكية,الموظفين,السابعة,مساعد إداري,الرياض,الرياض,التعيين,1445,11,28
1033,أنثى,سعودي,26-30,جامعة الطائف,لم يحدد,لم يحدد,مساعد إداري ممارس ثاني,الطائف,مكة المكرمة,التعاقد,1445,11,28
1034,أنثى,سعودي,36-40,جامعة حفر الباطن,لم يحدد,لم يحدد,مساعد إداري,حفر الباطن,الدمام,التعاقد,1445,11,28
1035,أنثى,سعودي,20-25,رئاسة أمن الدولة,الموظفين,السابعة,محلل نظم,الرياض,الرياض,التعيين,1445,11,28
1036,أنثى,سعودي,41-45,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل بيانات أول,الرياض,الرياض,التعاقد,1445,11,28
1037,ذكر,سعودي,26-30,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,جازان,جازان,التعاقد,1445,11,28
1038,أنثى,سعودي,26-30,وزارة التعليم,لم يحدد,لم يحدد,كاتب,عفيف,الرياض,التعاقد,1445,11,28
1039,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,مراسل مكتبي,الرياض,الرياض,التعاقد,1445,11,28
1040,أنثى,سعودي,41-45,وزارة الشؤون الإسلامية والدعوة والإرشاد,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,11,28
1041,ذكر,سعودي,36-40,وزارة الشؤون الإسلامية والدعوة والإرشاد,لم يحدد,لم يحدد,كاتب,الدائر,جازان,التعاقد,1445,11,28
1042,أنثى,سعودي,36-40,وزارة الشؤون الإسلامية والدعوة والإرشاد,لم يحدد,لم يحدد,مراقب أمن وسلامة,احدالمسارحه,جازان,التعاقد,1445,11,28
1043,أنثى,سعودي,31-35,وزارة الصحة,الصحيين,فني,فنية تمريض,بريده,بريده,التعاقد,1445,11,28
1044,ذكر,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,القطيف,الدمام,التعاقد,1445,11,28
1045,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,حائل,حائل,التعاقد,1445,11,28
1046,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الاحساء,الدمام,التعاقد,1445,11,28
1047,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الرس,بريده,التعاقد,1445,11,28
1048,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,28
1049,ذكر,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,عنيزه,بريده,التعاقد,1445,11,28
1050,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بدرالجنوب,نجران,التعاقد,1445,11,28
1051,أنثى,سعودي,41-45,وزارة العدل,لم يحدد,لم يحدد,مراسل,الدمام,الدمام,التعاقد,1445,11,28
1052,ذكر,سعودي,26-30,إمارة منطقة الحدود الشمالية,الموظفين,الخامسة,رئيس مركز ( ب ),العويقيله,عرعر,التعيين,1445,11,29
1053,ذكر,سعودي,31-35,إمارة منطقة القصيم,المستخدمين,الثانية والثلاثون,خوي,النبقية,بريده,التعيين,1445,11,29
1054,أنثى,سعودي,31-35,إمارة منطقة القصيم,لم يحدد,لم يحدد,مسجل معلومات,بريده,بريده,التعاقد,1445,11,29
1055,ذكر,"مقيم ",51-56,جامعة القصيم,لم يحدد,لم يحدد,أستاذ,بريده,بريده,التعاقد,1445,11,29
1056,ذكر,سعودي,41-45,جامعة الملك سعود,لم يحدد,لم يحدد,أستاذ مشارك,الرياض,الرياض,التعاقد,1445,11,29
1057,ذكر,سعودي,31-35,وزارة الاتصالات وتقنية المعلومات,المتعاقدين,متعاقد,مشرف قسم التواصل الرقمي,الرياض,الرياض,التعاقد,1445,11,29
1058,أنثى,سعودي,31-35,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,أخصائي إحصائي,محايل عسير,ابها,التعاقد,1445,11,29
1059,أنثى,سعودي,41-45,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,المجارده,ابها,التعاقد,1445,11,29
1060,أنثى,سعودي,41-45,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,سراه عبيده,ابها,التعاقد,1445,11,29
1061,أنثى,سعودي,26-30,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,11,29
1062,أنثى,سعودي,31-35,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,الليث,مكة المكرمة,التعاقد,1445,11,29
1063,أنثى,سعودي,31-35,وزارة الشؤون الإسلامية والدعوة والإرشاد,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,11,29
1064,أنثى,سعودي,31-35,وزارة الصحة,الصحيين,فني,فنية تمريض,مكة المكرمة,مكة المكرمة,التعيين,1445,11,29
1065,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,ابها,ابها,التعاقد,1445,11,29
1066,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,ابها,ابها,التعاقد,1445,11,29
1067,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,خميس  مشيط,ابها,التعاقد,1445,11,29
1068,ذكر,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الاحساء,الدمام,التعاقد,1445,11,29
1069,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,مستورة,مكة المكرمة,التعاقد,1445,11,29
1070,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بدرالجنوب,نجران,التعاقد,1445,11,29
1071,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الوديعه,نجران,التعاقد,1445,12,1
1072,ذكر,سعودي,20-25,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,2
1073,ذكر,سعودي,31-35,أمانة منطقة الجوف,لم يحدد,لم يحدد,مهندس مدني,الجوف,الجوف,التعاقد,1445,12,3
1074,ذكر,سعودي,36-40,أمانة منطقة الرياض,المتعاقدين,متعاقد,أخصائي  تميز مؤسسي,الرياض,الرياض,التعاقد,1445,12,3
1075,ذكر,سعودي,20-25,إمارة منطقة تبوك,لم يحدد,لم يحدد,كاتب,تبوك,تبوك,التعاقد,1445,12,3
1076,ذكر,سعودي,26-30,إمارة منطقة نجران,المستخدمين,الثانية والثلاثون,خوي,الاخاشيم,نجران,التعيين,1445,12,3
1077,ذكر,سعودي,26-30,إمارة منطقة نجران,المستخدمين,الثانية والثلاثون,خوي,شروره,نجران,التعيين,1445,12,3
1078,ذكر,سعودي,20-25,إمارة منطقة نجران,المستخدمين,الثانية والثلاثون,خوي,شروره,نجران,التعيين,1445,12,3
1079,ذكر,سعودي,41-45,الإدارة العامة للخدمات الطبية للقوات المسلحة,لم يحدد,لم يحدد,فني,الرياض,الرياض,التعاقد,1445,12,3
1080,ذكر,سعودي,26-30,بلدية محافظة رجال المع,لم يحدد,لم يحدد,كاتب,بلاد رجال المع,ابها,التعاقد,1445,12,3
1081,ذكر,سعودي,31-35,جامعة الإمام محمد بن سعود,أعضاء هيئة التدريس,معيد,معيد,الرياض,الرياض,التعيين,1445,12,3
1082,أنثى,"مقيم ",41-45,جامعة الملك خالد,لم يحدد,لم يحدد,أستاذ مساعد,ابها,ابها,التعاقد,1445,12,3
1083,ذكر,سعودي,41-45,جامعة الملك عبدالعزيز,لم يحدد,لم يحدد,مساعد إداري,جدة,مكة المكرمة,التعاقد,1445,12,3
1084,ذكر,سعودي,26-30,ديوان المظالم,لم يحدد,لم يحدد,باحث قضايا مساعد,تبوك,تبوك,التعاقد,1445,12,3
1085,أنثى,سعودي,26-30,ديوان المظالم,لم يحدد,لم يحدد,باحث قضايا مساعد,جدة,مكة المكرمة,التعاقد,1445,12,3
1086,ذكر,سعودي,20-25,ديوان المظالم,لم يحدد,لم يحدد,مساعد إداري,الباحه,الباحه,التعاقد,1445,12,3
1087,ذكر,سعودي,26-30,ديوان المظالم,لم يحدد,لم يحدد,مساعد إداري مساعد,ابها,ابها,التعاقد,1445,12,3
1088,ذكر,سعودي,51-56,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,مدير إدارة البنية التحتية وأمن المعلومات,الرياض,الرياض,التعاقد,1445,12,3
1089,أنثى,سعودي,26-30,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,محايل عسير,ابها,التعاقد,1445,12,3
1090,أنثى,سعودي,36-40,وزارة الداخلية,الموظفين,السادسة,باحث معلومات مساعد,الرياض,الرياض,التعيين,1445,12,3
1091,ذكر,سعودي,36-40,وزارة الصحة,الصحيين,صيدلي أول,صيدلي أول,بلجرشى,الباحه,التعيين,1445,12,3
1092,أنثى,سعودي,26-30,وزارة الصحة,الصحيين,طبيب مقيم,طبيب مقيم,ظهران الجنوب,ابها,التعاقد,1445,12,3
1093,ذكر,سعودي,26-30,وزارة الصحة,الصحيين,طبيب مقيم,طبيب مقيم,ابها,ابها,التعيين,1445,12,3
1094,أنثى,سعودي,26-30,وزارة الصحة,الصحيين,طبيب مقيم,طبيب مقيم أسنان,ابها,ابها,التعاقد,1445,12,3
1095,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,أخصائي,الرياض,الرياض,التعاقد,1445,12,3
1096,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,ابها,ابها,التعاقد,1445,12,3
1097,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,ابها,ابها,التعاقد,1445,12,3
1098,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,ابها,ابها,التعاقد,1445,12,3
1099,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,المجارده,ابها,التعاقد,1445,12,3
1100,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,ابها,ابها,التعاقد,1445,12,3
1101,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,ابها,ابها,التعاقد,1445,12,3
1102,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,باللسمر,ابها,التعاقد,1445,12,3
1103,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,ابها,ابها,التعاقد,1445,12,3
1104,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,عفيف,الرياض,التعاقد,1445,12,3
1105,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,رابغ,مكة المكرمة,التعاقد,1445,12,3
1106,ذكر,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,كاتب,محايل عسير,ابها,التعاقد,1445,12,3
1107,ذكر,سعودي,20-25,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,3
1108,ذكر,سعودي,20-25,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,3
1109,ذكر,سعودي,20-25,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,3
1110,ذكر,سعودي,20-25,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,3
1111,ذكر,سعودي,26-30,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,3
1112,ذكر,سعودي,20-25,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,3
1113,ذكر,سعودي,20-25,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,3
1114,ذكر,سعودي,20-25,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,3
1115,ذكر,سعودي,20-25,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,3
1116,ذكر,سعودي,20-25,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,3
1117,ذكر,سعودي,20-25,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,3
1118,ذكر,سعودي,20-25,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,3
1119,ذكر,سعودي,26-30,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,3
1120,ذكر,سعودي,20-25,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1445,12,3
1121,ذكر,سعودي,20-25,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,مكة المكرمة,مكة المكرمة,التعيين,1445,12,3
1122,ذكر,سعودي,36-40,أمانة منطقة عسير,لم يحدد,لم يحدد,كاتب,ابها,ابها,التعاقد,1445,12,4
1123,ذكر,سعودي,20-25,إمارة منطقة نجران,المستخدمين,الثانية والثلاثون,خوي,شروره,نجران,التعيين,1445,12,4
1124,ذكر,سعودي,31-35,إمارة منطقة نجران,المستخدمين,الثانية والثلاثون,خوي,شروره,نجران,التعيين,1445,12,4
1125,ذكر,سعودي,31-35,إمارة منطقة نجران,المستخدمين,الثانية والثلاثون,خوي,شروره,نجران,التعيين,1445,12,4
1126,ذكر,سعودي,36-40,إمارة منطقة نجران,المستخدمين,الثانية والثلاثون,خوي,نجران,نجران,التعيين,1445,12,4
1127,ذكر,سعودي,26-30,بلدية خميس مشيط,لم يحدد,لم يحدد,كاتب,خميس  مشيط,ابها,التعاقد,1445,12,4
1128,أنثى,سعودي,31-35,جامعة الملك خالد,لم يحدد,لم يحدد,أستاذ مساعد,ابها,ابها,التعاقد,1445,12,4
1129,أنثى,سعودي,31-35,جامعة نجران,لم يحدد,لم يحدد,أستاذ مساعد,نجران,نجران,التعاقد,1445,12,4
1130,أنثى,سعودي,36-40,جامعة نجران,لم يحدد,لم يحدد,أستاذ مساعد,نجران,نجران,التعاقد,1445,12,4
1131,أنثى,سعودي,36-40,جامعة نجران,لم يحدد,لم يحدد,أستاذ مساعد,نجران,نجران,التعاقد,1445,12,4
1132,أنثى,سعودي,36-40,جامعة نجران,لم يحدد,لم يحدد,أستاذ مساعد,نجران,نجران,التعاقد,1445,12,4
1133,أنثى,سعودي,36-40,جامعة نجران,لم يحدد,لم يحدد,أستاذ مساعد,نجران,نجران,التعاقد,1445,12,4
1134,أنثى,سعودي,41-45,جامعة نجران,لم يحدد,لم يحدد,أستاذ مساعد,نجران,نجران,التعاقد,1445,12,4
1135,أنثى,سعودي,41-45,ديوان المظالم,لم يحدد,لم يحدد,مساعد إداري,جدة,مكة المكرمة,التعاقد,1445,12,4
1136,أنثى,سعودي,31-35,رئاسة الإستخبارات العامة,الموظفين,السادسة,باحث معلومات مساعد,الرياض,الرياض,التعيين,1445,12,4
1137,ذكر,سعودي,31-35,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,جازان,جازان,التعاقد,1445,12,4
1138,أنثى,سعودي,36-40,وزارة التعليم,الموظفين,الرابعة,كاتب,عفيف,الرياض,التعيين,1445,12,4
1139,ذكر,سعودي,31-35,وزارة الحرس الوطني,لم يحدد,لم يحدد,مساعد إداري,الرياض,الرياض,التعاقد,1445,12,4
